evalue	bitscore	pident	length	qlen	slen	q_union	s_union	qcov	scov	coverage	coverage_type	qseqid	sseqid	task	db	task_used
7.36e-47	185.0	94.068	118.0	393.0	118.0	354	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517237.1|	blastn	ncbi_x3	blastn
2.17e-47	185.0	94.068	118.0	131.0	118.0	118	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517237.1|	dc-megablast	ncbi	dc-megablast
7.36e-47	185.0	94.068	118.0	393.0	118.0	354	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517237.1|	dc-megablast	ncbi_x3	dc-megablast
1.5e-47	185.0	94.068	118.0	131.0	118.0	118	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517237.1|	megablast	ncbi	megablast
5.05e-47	185.0	94.068	118.0	393.0	118.0	354	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517237.1|	megablast	ncbi_x3	megablast
2.4700000000000002e-21	98.7	85.227	88.0	131.0	119.0	130	118	0.9923664122137404	0.9915966386554622	0.9923664122137404	near-full	CL00001	ref|AJ517238.1|	blastn	ncbi	blastn
2.11e-28	124.0	80.153	131.0	393.0	119.0	390	118	0.9923664122137404	0.9915966386554622	0.9923664122137404	near-full	CL00001	ref|AJ517238.1|	blastn	ncbi_x3	blastn
1.2e-12	69.8	95.349	43.0	131.0	119.0	43	43	0.3282442748091603	0.36134453781512604	0.36134453781512604	weak	CL00001	ref|AJ517238.1|	dc-megablast	ncbi	dc-megablast
2.11e-28	124.0	80.153	131.0	393.0	119.0	303	118	0.7709923664122137	0.9915966386554622	0.9915966386554622	near-full	CL00001	ref|AJ517238.1|	dc-megablast	ncbi_x3	dc-megablast
1.58e-12	69.4	97.5	40.0	131.0	119.0	40	40	0.3053435114503817	0.33613445378151263	0.33613445378151263	weak	CL00001	ref|AJ517238.1|	megablast	ncbi	megablast
3.15e-19	93.5	80.916	131.0	393.0	119.0	300	118	0.7633587786259542	0.9915966386554622	0.9915966386554622	near-full	CL00001	ref|AJ517238.1|	megablast	ncbi_x3	megablast
3.22e-26	115.0	92.5	80.0	131.0	118.0	126	114	0.9618320610687023	0.9661016949152542	0.9661016949152542	near-full	CL00001	ref|AJ517239.1|	blastn	ncbi	blastn
1.42e-30	131.0	81.89	127.0	393.0	118.0	378	114	0.9618320610687023	0.9661016949152542	0.9661016949152542	near-full	CL00001	ref|AJ517239.1|	blastn	ncbi_x3	blastn
3.22e-26	115.0	92.5	80.0	131.0	118.0	126	114	0.9618320610687023	0.9661016949152542	0.9661016949152542	near-full	CL00001	ref|AJ517239.1|	dc-megablast	ncbi	dc-megablast
1.42e-30	131.0	81.89	127.0	393.0	118.0	378	114	0.9618320610687023	0.9661016949152542	0.9661016949152542	near-full	CL00001	ref|AJ517239.1|	dc-megablast	ncbi_x3	dc-megablast
2e-26	115.0	94.667	75.0	131.0	118.0	74	75	0.5648854961832062	0.635593220338983	0.635593220338983	partial	CL00001	ref|AJ517239.1|	megablast	ncbi	megablast
6.72e-26	115.0	94.667	75.0	393.0	118.0	222	75	0.5648854961832062	0.635593220338983	0.635593220338983	partial	CL00001	ref|AJ517239.1|	megablast	ncbi_x3	megablast
7.56e-47	184.0	91.473	129.0	131.0	185.0	129	185	0.9847328244274809	1.0	1.0	near-full	CL00001	ref|AJ517240.4|	blastn	ncbi	blastn
1.8499999999999999e-54	211.0	80.569	211.0	393.0	185.0	391	185	0.9949109414758269	1.0	1.0	near-full	CL00001	ref|AJ517240.4|	blastn	ncbi_x3	blastn
7.56e-47	184.0	91.473	129.0	131.0	185.0	129	165	0.9847328244274809	0.8918918918918919	0.9847328244274809	near-full	CL00001	ref|AJ517240.4|	dc-megablast	ncbi	dc-megablast
1.8499999999999999e-54	211.0	80.569	211.0	393.0	185.0	391	185	0.9949109414758269	1.0	1.0	near-full	CL00001	ref|AJ517240.4|	dc-megablast	ncbi_x3	dc-megablast
2.52e-45	178.0	91.473	129.0	131.0	185.0	129	129	0.9847328244274809	0.6972972972972973	0.9847328244274809	near-full	CL00001	ref|AJ517240.4|	megablast	ncbi	megablast
8.45e-45	178.0	90.909	132.0	393.0	185.0	391	132	0.9949109414758269	0.7135135135135136	0.9949109414758269	near-full	CL00001	ref|AJ517240.4|	megablast	ncbi_x3	megablast
3.4300000000000004e-32	135.0	83.206	131.0	131.0	183.0	131	183	1.0	1.0	1.0	near-full	CL00001	ref|AJ517241.4|	blastn	ncbi	blastn
1.98e-41	168.0	76.777	211.0	393.0	183.0	393	183	1.0	1.0	1.0	near-full	CL00001	ref|AJ517241.4|	blastn	ncbi_x3	blastn
3.4300000000000004e-32	135.0	83.206	131.0	131.0	183.0	131	129	1.0	0.7049180327868853	1.0	near-full	CL00001	ref|AJ517241.4|	dc-megablast	ncbi	dc-megablast
1.98e-41	168.0	76.777	211.0	393.0	183.0	393	183	1.0	1.0	1.0	near-full	CL00001	ref|AJ517241.4|	dc-megablast	ncbi_x3	dc-megablast
1.3700000000000002e-43	173.0	92.5	120.0	131.0	185.0	131	177	1.0	0.9567567567567568	1.0	near-full	CL00001	ref|AJ517242.4|	blastn	ncbi	blastn
4.96e-49	193.0	78.673	211.0	393.0	185.0	393	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517242.4|	blastn	ncbi_x3	blastn
1.3700000000000002e-43	173.0	92.5	120.0	131.0	185.0	120	119	0.916030534351145	0.6432432432432432	0.916030534351145	composite	CL00001	ref|AJ517242.4|	dc-megablast	ncbi	dc-megablast
4.96e-49	193.0	78.673	211.0	393.0	185.0	382	185	0.9720101781170484	1.0	1.0	near-full	CL00001	ref|AJ517242.4|	dc-megablast	ncbi_x3	dc-megablast
4.210000000000001e-43	171.0	92.5	120.0	131.0	185.0	131	139	1.0	0.7513513513513513	1.0	near-full	CL00001	ref|AJ517242.4|	megablast	ncbi	megablast
1.4099999999999999e-42	171.0	92.5	120.0	393.0	185.0	393	139	1.0	0.7513513513513513	1.0	near-full	CL00001	ref|AJ517242.4|	megablast	ncbi_x3	megablast
7.079999999999999e-41	163.0	90.0	120.0	131.0	186.0	131	178	1.0	0.956989247311828	1.0	near-full	CL00001	ref|AJ517243.4|	blastn	ncbi	blastn
2.57e-46	183.0	78.199	211.0	393.0	186.0	393	186	1.0	1.0	1.0	near-full	CL00001	ref|AJ517243.4|	blastn	ncbi_x3	blastn
7.079999999999999e-41	163.0	90.0	120.0	131.0	186.0	120	120	0.916030534351145	0.6451612903225806	0.916030534351145	composite	CL00001	ref|AJ517243.4|	dc-megablast	ncbi	dc-megablast
2.57e-46	183.0	78.199	211.0	393.0	186.0	382	186	0.9720101781170484	1.0	1.0	near-full	CL00001	ref|AJ517243.4|	dc-megablast	ncbi_x3	dc-megablast
1.18e-38	156.0	90.0	120.0	131.0	186.0	131	140	1.0	0.7526881720430108	1.0	near-full	CL00001	ref|AJ517243.4|	megablast	ncbi	megablast
3.96e-38	156.0	90.0	120.0	393.0	186.0	393	140	1.0	0.7526881720430108	1.0	near-full	CL00001	ref|AJ517243.4|	megablast	ncbi_x3	megablast
3.67e-19	92.4	87.671	73.0	131.0	118.0	109	109	0.8320610687022901	0.923728813559322	0.923728813559322	composite	CL00001	ref|AJ517244.1|	blastn	ncbi	blastn
2.41e-21	100.0	76.336	131.0	393.0	118.0	371	118	0.9440203562340967	1.0	1.0	near-full	CL00001	ref|AJ517244.1|	blastn	ncbi_x3	blastn
3.67e-19	92.4	87.671	73.0	131.0	118.0	73	73	0.5572519083969466	0.6186440677966102	0.6186440677966102	partial	CL00001	ref|AJ517244.1|	dc-megablast	ncbi	dc-megablast
2.41e-21	100.0	76.336	131.0	393.0	118.0	335	118	0.8524173027989822	1.0	1.0	near-full	CL00001	ref|AJ517244.1|	dc-megablast	ncbi_x3	dc-megablast
1.57e-17	86.1	87.671	73.0	131.0	118.0	73	73	0.5572519083969466	0.6186440677966102	0.6186440677966102	partial	CL00001	ref|AJ517244.1|	megablast	ncbi	megablast
5.27e-17	86.1	87.671	73.0	393.0	118.0	219	73	0.5572519083969466	0.6186440677966102	0.6186440677966102	partial	CL00001	ref|AJ517244.1|	megablast	ncbi_x3	megablast
5.09e-49	191.0	95.763	118.0	131.0	118.0	118	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517245.1|	blastn	ncbi	blastn
1.7299999999999997e-48	191.0	95.763	118.0	393.0	118.0	354	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517245.1|	blastn	ncbi_x3	blastn
5.09e-49	191.0	95.763	118.0	131.0	118.0	118	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517245.1|	dc-megablast	ncbi	dc-megablast
1.7299999999999997e-48	191.0	95.763	118.0	393.0	118.0	354	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517245.1|	dc-megablast	ncbi_x3	dc-megablast
3.23e-49	191.0	95.763	118.0	131.0	118.0	118	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517245.1|	megablast	ncbi	megablast
1.08e-48	191.0	95.763	118.0	393.0	118.0	354	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517245.1|	megablast	ncbi_x3	megablast
2.64e-46	182.0	94.068	118.0	131.0	118.0	118	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517246.1|	blastn	ncbi	blastn
8.97e-46	182.0	94.068	118.0	393.0	118.0	354	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517246.1|	blastn	ncbi_x3	blastn
2.64e-46	182.0	94.068	118.0	131.0	118.0	118	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517246.1|	dc-megablast	ncbi	dc-megablast
8.97e-46	182.0	94.068	118.0	393.0	118.0	354	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517246.1|	dc-megablast	ncbi_x3	dc-megablast
6.9899999999999995e-46	180.0	94.068	118.0	131.0	118.0	118	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517246.1|	megablast	ncbi	megablast
2.35e-45	180.0	94.068	118.0	393.0	118.0	354	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517246.1|	megablast	ncbi_x3	megablast
2.03e-22	103.0	88.608	79.0	131.0	118.0	126	118	0.9618320610687023	1.0	1.0	near-full	CL00001	ref|AJ517247.1|	blastn	ncbi	blastn
3.8199999999999997e-25	113.0	78.626	131.0	393.0	118.0	388	118	0.9872773536895675	1.0	1.0	near-full	CL00001	ref|AJ517247.1|	blastn	ncbi_x3	blastn
2.03e-22	103.0	88.608	79.0	131.0	118.0	79	79	0.6030534351145038	0.6694915254237288	0.6694915254237288	partial	CL00001	ref|AJ517247.1|	dc-megablast	ncbi	dc-megablast
3.8199999999999997e-25	113.0	78.626	131.0	393.0	118.0	341	118	0.8676844783715013	1.0	1.0	near-full	CL00001	ref|AJ517247.1|	dc-megablast	ncbi_x3	dc-megablast
7.25e-21	97.1	88.608	79.0	131.0	118.0	79	79	0.6030534351145038	0.6694915254237288	0.6694915254237288	partial	CL00001	ref|AJ517247.1|	megablast	ncbi	megablast
2.43e-20	97.1	87.059	85.0	393.0	118.0	249	85	0.6335877862595419	0.7203389830508474	0.7203389830508474	partial	CL00001	ref|AJ517247.1|	megablast	ncbi_x3	megablast
1.9e-16	82.4	86.111	72.0	131.0	117.0	109	108	0.8320610687022901	0.9230769230769231	0.9230769230769231	composite	CL00001	ref|AJ517248.1|	blastn	ncbi	blastn
1.98e-22	104.0	77.692	130.0	393.0	117.0	369	116	0.9389312977099237	0.9914529914529915	0.9914529914529915	near-full	CL00001	ref|AJ517248.1|	blastn	ncbi_x3	blastn
1.9e-16	82.4	86.111	72.0	131.0	117.0	72	71	0.549618320610687	0.6068376068376068	0.6068376068376068	partial	CL00001	ref|AJ517248.1|	dc-megablast	ncbi	dc-megablast
1.98e-22	104.0	77.692	130.0	393.0	117.0	332	116	0.8447837150127226	0.9914529914529915	0.9914529914529915	near-full	CL00001	ref|AJ517248.1|	dc-megablast	ncbi_x3	dc-megablast
2.03e-41	165.0	90.083	121.0	131.0	236.0	131	228	1.0	0.9661016949152542	1.0	near-full	CL00001	ref|AJ517249.4|	blastn	ncbi	blastn
1.73e-67	253.0	80.534	262.0	393.0	236.0	393	236	1.0	1.0	1.0	near-full	CL00001	ref|AJ517249.4|	blastn	ncbi_x3	blastn
2.03e-41	165.0	90.083	121.0	131.0	236.0	131	228	1.0	0.9661016949152542	1.0	near-full	CL00001	ref|AJ517249.4|	dc-megablast	ncbi	dc-megablast
1.73e-67	253.0	80.534	262.0	393.0	236.0	393	236	1.0	1.0	1.0	near-full	CL00001	ref|AJ517249.4|	dc-megablast	ncbi_x3	dc-megablast
3.37e-19	91.6	89.041	73.0	131.0	236.0	73	73	0.5572519083969466	0.3093220338983051	0.5572519083969466	weak	CL00001	ref|AJ517249.4|	megablast	ncbi	megablast
3.02e-49	193.0	83.796	216.0	393.0	236.0	346	203	0.8804071246819338	0.8601694915254238	0.8804071246819338	composite	CL00001	ref|AJ517249.4|	megablast	ncbi_x3	megablast
9.210000000000001e-27	117.0	89.655	87.0	131.0	118.0	130	117	0.9923664122137404	0.9915254237288136	0.9923664122137404	near-full	CL00001	ref|AJ517250.1|	blastn	ncbi	blastn
9.590000000000001e-33	139.0	82.308	130.0	393.0	118.0	390	117	0.9923664122137404	0.9915254237288136	0.9923664122137404	near-full	CL00001	ref|AJ517250.1|	blastn	ncbi_x3	blastn
9.210000000000001e-27	117.0	89.655	87.0	131.0	118.0	130	117	0.9923664122137404	0.9915254237288136	0.9923664122137404	near-full	CL00001	ref|AJ517250.1|	dc-megablast	ncbi	dc-megablast
9.590000000000001e-33	139.0	82.308	130.0	393.0	118.0	390	117	0.9923664122137404	0.9915254237288136	0.9923664122137404	near-full	CL00001	ref|AJ517250.1|	dc-megablast	ncbi_x3	dc-megablast
8.08e-34	140.0	95.402	87.0	131.0	118.0	130	117	0.9923664122137404	0.9915254237288136	0.9923664122137404	near-full	CL00001	ref|AJ517251.1|	blastn	ncbi	blastn
6.9e-41	166.0	86.923	130.0	393.0	118.0	390	117	0.9923664122137404	0.9915254237288136	0.9923664122137404	near-full	CL00001	ref|AJ517251.1|	blastn	ncbi_x3	blastn
8.08e-34	140.0	95.402	87.0	131.0	118.0	130	117	0.9923664122137404	0.9915254237288136	0.9923664122137404	near-full	CL00001	ref|AJ517251.1|	dc-megablast	ncbi	dc-megablast
6.9e-41	166.0	86.923	130.0	393.0	118.0	390	117	0.9923664122137404	0.9915254237288136	0.9923664122137404	near-full	CL00001	ref|AJ517251.1|	dc-megablast	ncbi_x3	dc-megablast
1.19e-33	139.0	95.402	87.0	131.0	118.0	130	117	0.9923664122137404	0.9915254237288136	0.9923664122137404	near-full	CL00001	ref|AJ517251.1|	megablast	ncbi	megablast
1.11e-33	141.0	95.455	88.0	393.0	118.0	390	117	0.9923664122137404	0.9915254237288136	0.9923664122137404	near-full	CL00001	ref|AJ517251.1|	megablast	ncbi_x3	megablast
6.63e-16	80.6	87.5	64.0	131.0	117.0	97	97	0.7404580152671756	0.8290598290598291	0.8290598290598291	composite	CL00001	ref|AJ517252.1|	blastn	ncbi	blastn
1.25e-18	92.4	74.809	131.0	393.0	117.0	359	117	0.9134860050890585	1.0	1.0	near-full	CL00001	ref|AJ517252.1|	blastn	ncbi_x3	blastn
6.63e-16	80.6	87.5	64.0	131.0	117.0	64	64	0.48854961832061067	0.5470085470085471	0.5470085470085471	weak	CL00001	ref|AJ517252.1|	dc-megablast	ncbi	dc-megablast
1.25e-18	92.4	74.809	131.0	393.0	117.0	326	117	0.8295165394402035	1.0	1.0	near-full	CL00001	ref|AJ517252.1|	dc-megablast	ncbi_x3	dc-megablast
1.66e-42	169.0	90.909	121.0	131.0	236.0	131	228	1.0	0.9661016949152542	1.0	near-full	CL00001	ref|AJ517253.4|	blastn	ncbi	blastn
2.11e-66	250.0	80.153	262.0	393.0	236.0	393	236	1.0	1.0	1.0	near-full	CL00001	ref|AJ517253.4|	blastn	ncbi_x3	blastn
1.66e-42	169.0	90.909	121.0	131.0	236.0	131	228	1.0	0.9661016949152542	1.0	near-full	CL00001	ref|AJ517253.4|	dc-megablast	ncbi	dc-megablast
2.11e-66	250.0	80.153	262.0	393.0	236.0	393	236	1.0	1.0	1.0	near-full	CL00001	ref|AJ517253.4|	dc-megablast	ncbi_x3	dc-megablast
3.4300000000000004e-32	135.0	94.253	87.0	131.0	117.0	130	117	0.9923664122137404	1.0	1.0	near-full	CL00001	ref|AJ517254.1|	blastn	ncbi	blastn
4.35e-37	152.0	84.615	130.0	393.0	117.0	390	117	0.9923664122137404	1.0	1.0	near-full	CL00001	ref|AJ517254.1|	blastn	ncbi_x3	blastn
3.4300000000000004e-32	135.0	94.253	87.0	131.0	117.0	130	117	0.9923664122137404	1.0	1.0	near-full	CL00001	ref|AJ517254.1|	dc-megablast	ncbi	dc-megablast
4.35e-37	152.0	84.615	130.0	393.0	117.0	390	117	0.9923664122137404	1.0	1.0	near-full	CL00001	ref|AJ517254.1|	dc-megablast	ncbi_x3	dc-megablast
5.52e-32	134.0	94.253	87.0	131.0	117.0	87	87	0.6641221374045801	0.7435897435897436	0.7435897435897436	partial	CL00001	ref|AJ517254.1|	megablast	ncbi	megablast
5.16e-32	135.0	94.318	88.0	393.0	117.0	263	88	0.6692111959287532	0.7521367521367521	0.7521367521367521	partial	CL00001	ref|AJ517254.1|	megablast	ncbi_x3	megablast
3.67e-19	92.4	87.671	73.0	131.0	118.0	110	110	0.8396946564885496	0.9322033898305084	0.9322033898305084	composite	CL00001	ref|AJ517255.1|	blastn	ncbi	blastn
3.8199999999999997e-25	113.0	78.626	131.0	393.0	118.0	372	118	0.9465648854961832	1.0	1.0	near-full	CL00001	ref|AJ517255.1|	blastn	ncbi_x3	blastn
3.67e-19	92.4	87.671	73.0	131.0	118.0	73	73	0.5572519083969466	0.6186440677966102	0.6186440677966102	partial	CL00001	ref|AJ517255.1|	dc-megablast	ncbi	dc-megablast
3.8199999999999997e-25	113.0	78.626	131.0	393.0	118.0	335	118	0.8524173027989822	1.0	1.0	near-full	CL00001	ref|AJ517255.1|	dc-megablast	ncbi_x3	dc-megablast
1.67e-23	105.0	91.781	73.0	131.0	118.0	109	109	0.8320610687022901	0.923728813559322	0.923728813559322	composite	CL00001	ref|AJ517256.1|	blastn	ncbi	blastn
3.8199999999999997e-25	113.0	78.626	131.0	393.0	118.0	371	118	0.9440203562340967	1.0	1.0	near-full	CL00001	ref|AJ517256.1|	blastn	ncbi_x3	blastn
1.67e-23	105.0	91.781	73.0	131.0	118.0	73	73	0.5572519083969466	0.6186440677966102	0.6186440677966102	partial	CL00001	ref|AJ517256.1|	dc-megablast	ncbi	dc-megablast
3.8199999999999997e-25	113.0	78.626	131.0	393.0	118.0	335	118	0.8524173027989822	1.0	1.0	near-full	CL00001	ref|AJ517256.1|	dc-megablast	ncbi_x3	dc-megablast
6.199999999999999e-48	187.0	94.915	118.0	131.0	118.0	118	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517257.1|	blastn	ncbi	blastn
2.11e-47	187.0	94.915	118.0	393.0	118.0	354	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517257.1|	blastn	ncbi_x3	blastn
6.199999999999999e-48	187.0	94.915	118.0	131.0	118.0	118	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517257.1|	dc-megablast	ncbi	dc-megablast
2.11e-47	187.0	94.915	118.0	393.0	118.0	354	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517257.1|	dc-megablast	ncbi_x3	dc-megablast
1.5e-47	185.0	94.915	118.0	131.0	118.0	118	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517257.1|	megablast	ncbi	megablast
5.05e-47	185.0	94.915	118.0	393.0	118.0	354	118	0.9007633587786259	1.0	1.0	near-full	CL00001	ref|AJ517257.1|	megablast	ncbi_x3	megablast
1.12e-44	176.0	93.162	117.0	131.0	200.0	130	198	0.9923664122137404	0.99	0.9923664122137404	near-full	CL00001	ref|AJ517258.4|	blastn	ncbi	blastn
7.36e-66	249.0	85.308	211.0	393.0	200.0	392	198	0.9974554707379135	0.99	0.9974554707379135	near-full	CL00001	ref|AJ517258.4|	blastn	ncbi_x3	blastn
1.12e-44	176.0	93.162	117.0	131.0	200.0	130	198	0.9923664122137404	0.99	0.9923664122137404	near-full	CL00001	ref|AJ517258.4|	dc-megablast	ncbi	dc-megablast
7.36e-66	249.0	85.308	211.0	393.0	200.0	392	198	0.9974554707379135	0.99	0.9974554707379135	near-full	CL00001	ref|AJ517258.4|	dc-megablast	ncbi_x3	dc-megablast
1.1700000000000002e-43	172.0	93.162	117.0	131.0	200.0	117	117	0.8931297709923665	0.585	0.8931297709923665	composite	CL00001	ref|AJ517258.4|	megablast	ncbi	megablast
8.329999999999999e-55	211.0	85.782	211.0	393.0	200.0	379	198	0.9643765903307888	0.99	0.99	near-full	CL00001	ref|AJ517258.4|	megablast	ncbi_x3	megablast
1.66e-42	169.0	92.373	118.0	131.0	201.0	130	199	0.9923664122137404	0.9900497512437811	0.9923664122137404	near-full	CL00001	ref|AJ517259.4|	blastn	ncbi	blastn
3.13e-64	242.0	84.906	212.0	393.0	201.0	392	199	0.9974554707379135	0.9900497512437811	0.9974554707379135	near-full	CL00001	ref|AJ517259.4|	blastn	ncbi_x3	blastn
1.66e-42	169.0	92.373	118.0	131.0	201.0	130	199	0.9923664122137404	0.9900497512437811	0.9923664122137404	near-full	CL00001	ref|AJ517259.4|	dc-megablast	ncbi	dc-megablast
3.13e-64	242.0	84.906	212.0	393.0	201.0	392	199	0.9974554707379135	0.9900497512437811	0.9974554707379135	near-full	CL00001	ref|AJ517259.4|	dc-megablast	ncbi_x3	dc-megablast
5.4499999999999997e-42	167.0	92.373	118.0	131.0	201.0	117	118	0.8931297709923665	0.5870646766169154	0.8931297709923665	composite	CL00001	ref|AJ517259.4|	megablast	ncbi	megablast
1.08e-53	207.0	85.377	212.0	393.0	201.0	379	199	0.9643765903307888	0.9900497512437811	0.9900497512437811	near-full	CL00001	ref|AJ517259.4|	megablast	ncbi_x3	megablast
1.66e-42	169.0	88.55	131.0	131.0	185.0	131	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517260.4|	blastn	ncbi	blastn
9.58e-52	202.0	79.621	211.0	393.0	185.0	393	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517260.4|	blastn	ncbi_x3	blastn
1.66e-42	169.0	88.55	131.0	131.0	185.0	131	165	1.0	0.8918918918918919	1.0	near-full	CL00001	ref|AJ517260.4|	dc-megablast	ncbi	dc-megablast
9.58e-52	202.0	79.621	211.0	393.0	185.0	393	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517260.4|	dc-megablast	ncbi_x3	dc-megablast
9.11e-40	159.0	91.379	116.0	131.0	185.0	116	116	0.8854961832061069	0.6270270270270271	0.8854961832061069	composite	CL00001	ref|AJ517260.4|	megablast	ncbi	megablast
8.509999999999999e-40	161.0	91.453	117.0	393.0	185.0	350	117	0.8905852417302799	0.6324324324324324	0.8905852417302799	composite	CL00001	ref|AJ517260.4|	megablast	ncbi_x3	megablast
2.82e-52	201.0	93.893	131.0	131.0	185.0	131	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517261.4|	blastn	ncbi	blastn
1.62e-61	234.0	82.938	211.0	393.0	185.0	393	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517261.4|	blastn	ncbi_x3	blastn
2.82e-52	201.0	93.893	131.0	131.0	185.0	131	165	1.0	0.8918918918918919	1.0	near-full	CL00001	ref|AJ517261.4|	dc-megablast	ncbi	dc-megablast
1.62e-61	234.0	82.938	211.0	393.0	185.0	393	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517261.4|	dc-megablast	ncbi_x3	dc-megablast
1.93e-51	198.0	93.893	131.0	131.0	185.0	131	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517261.4|	megablast	ncbi	megablast
1.8e-51	200.0	93.939	132.0	393.0	185.0	393	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517261.4|	megablast	ncbi_x3	megablast
7.56e-47	183.0	90.84	131.0	131.0	185.0	131	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517262.4|	blastn	ncbi	blastn
1.8499999999999999e-54	211.0	81.517	211.0	393.0	185.0	393	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517262.4|	blastn	ncbi_x3	blastn
7.56e-47	183.0	90.84	131.0	131.0	185.0	131	165	1.0	0.8918918918918919	1.0	near-full	CL00001	ref|AJ517262.4|	dc-megablast	ncbi	dc-megablast
1.8499999999999999e-54	211.0	81.517	211.0	393.0	185.0	393	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517262.4|	dc-megablast	ncbi_x3	dc-megablast
9.05e-45	176.0	90.84	131.0	131.0	185.0	131	151	1.0	0.8162162162162162	1.0	near-full	CL00001	ref|AJ517262.4|	megablast	ncbi	megablast
8.45e-45	178.0	90.909	132.0	393.0	185.0	393	152	1.0	0.8216216216216217	1.0	near-full	CL00001	ref|AJ517262.4|	megablast	ncbi_x3	megablast
1.2e-50	196.0	93.13	131.0	131.0	185.0	131	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517263.4|	blastn	ncbi	blastn
6.89e-60	229.0	82.464	211.0	393.0	185.0	393	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517263.4|	blastn	ncbi_x3	blastn
1.2e-50	196.0	93.13	131.0	131.0	185.0	131	165	1.0	0.8918918918918919	1.0	near-full	CL00001	ref|AJ517263.4|	dc-megablast	ncbi	dc-megablast
6.89e-60	229.0	82.464	211.0	393.0	185.0	393	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517263.4|	dc-megablast	ncbi_x3	dc-megablast
8.98e-50	193.0	93.75	128.0	131.0	185.0	128	128	0.9770992366412213	0.6918918918918919	0.9770992366412213	near-full	CL00001	ref|AJ517263.4|	megablast	ncbi	megablast
8.39e-50	195.0	93.798	129.0	393.0	185.0	386	129	0.9821882951653944	0.6972972972972973	0.9821882951653944	near-full	CL00001	ref|AJ517263.4|	megablast	ncbi_x3	megablast
3.91e-44	174.0	89.313	131.0	131.0	185.0	131	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517264.4|	blastn	ncbi	blastn
2.25e-53	206.0	80.095	211.0	393.0	185.0	393	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517264.4|	blastn	ncbi_x3	blastn
3.91e-44	174.0	89.313	131.0	131.0	185.0	131	165	1.0	0.8918918918918919	1.0	near-full	CL00001	ref|AJ517264.4|	dc-megablast	ncbi	dc-megablast
2.25e-53	206.0	80.095	211.0	393.0	185.0	393	185	1.0	1.0	1.0	near-full	CL00001	ref|AJ517264.4|	dc-megablast	ncbi_x3	dc-megablast
4.470000000000001e-37	151.0	87.603	121.0	131.0	185.0	126	177	0.9618320610687023	0.9567567567567568	0.9618320610687023	near-full	CL00001	ref|AJ517265.4|	blastn	ncbi	blastn
1.62e-42	170.0	77.251	211.0	393.0	185.0	388	185	0.9872773536895675	1.0	1.0	near-full	CL00001	ref|AJ517265.4|	blastn	ncbi_x3	blastn
4.470000000000001e-37	151.0	87.603	121.0	131.0	185.0	121	121	0.9236641221374046	0.654054054054054	0.9236641221374046	composite	CL00001	ref|AJ517265.4|	dc-megablast	ncbi	dc-megablast
1.62e-42	170.0	77.251	211.0	393.0	185.0	383	185	0.9745547073791349	1.0	1.0	near-full	CL00001	ref|AJ517265.4|	dc-megablast	ncbi_x3	dc-megablast
